NAZ_OBEC,KOD_LAU1,NAZ_LAU1,KOD_CZNUTS3,NAZ_CZNUTS3
Soběhrdy,CZ0201,Benešov,CZ020,Středočeský kraj
Hurtova Lhota,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Vysoká,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Ždírec,CZ0631,Havlíčkův Brod,CZ063,Kraj Vysočina
Pšánky,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj
Struhařov,CZ0201,Benešov,CZ020,Středočeský kraj
Úherčice,CZ0531,Chrudim,CZ053,Pardubický kraj
Střezimíř,CZ0201,Benešov,CZ020,Středočeský kraj
Studený,CZ0201,Benešov,CZ020,Středočeský kraj
Brníčko,CZ0715,Šumperk,CZ071,Olomoucký kraj
Staré Hrady,CZ0522,Jičín,CZ052,Královéhradecký kraj
Bílkovice,CZ0201,Benešov,CZ020,Středočeský kraj
Tehov,CZ0201,Benešov,CZ020,Středočeský kraj
Teplýšovice,CZ0201,Benešov,CZ020,Středočeský kraj
Tichonice,CZ0201,Benešov,CZ020,Středočeský kraj
Říkov,CZ0523,Náchod,CZ052,Královéhradecký kraj
Trnávka,CZ0532,Pardubice,CZ053,Pardubický kraj
Královec,CZ0525,Trutnov,CZ052,Královéhradecký kraj
Trhový Štěpánov,CZ0201,Benešov,CZ020,Středočeský kraj
Velenov,CZ0641,Blansko,CZ064,Jihomoravský kraj
Brambory,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Týnec nad Sázavou,CZ0201,Benešov,CZ020,Středočeský kraj
Semtěš,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Veliš,CZ0201,Benešov,CZ020,Středočeský kraj
Starkoč,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vlašim,CZ0201,Benešov,CZ020,Středočeský kraj
Vojkov,CZ0201,Benešov,CZ020,Středočeský kraj
Votice,CZ0201,Benešov,CZ020,Středočeský kraj
Vracovice,CZ0201,Benešov,CZ020,Středočeský kraj
Vranov,CZ0201,Benešov,CZ020,Středočeský kraj
Štipoklasy,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vrchotovy Janovice,CZ0201,Benešov,CZ020,Středočeský kraj
Opatovice I,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Bludov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Třebětín,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Třebešice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Močovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Ludíkov,CZ0641,Blansko,CZ064,Jihomoravský kraj
Vodranty,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Zdislavice,CZ0201,Benešov,CZ020,Středočeský kraj
Kamberk,CZ0201,Benešov,CZ020,Středočeský kraj
Zvěstov,CZ0201,Benešov,CZ020,Středočeský kraj
Beroun,CZ0202,Beroun,CZ020,Středočeský kraj
Souňov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Běštín,CZ0202,Beroun,CZ020,Středočeský kraj
Broumy,CZ0202,Beroun,CZ020,Středočeský kraj
Březová,CZ0202,Beroun,CZ020,Středočeský kraj
Bubovice,CZ0202,Beroun,CZ020,Středočeský kraj
Bernardov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Bzová,CZ0202,Beroun,CZ020,Středočeský kraj
Cerhovice,CZ0202,Beroun,CZ020,Středočeský kraj
Drahelčice,CZ020A,Praha-západ,CZ020,Středočeský kraj
Drozdov,CZ0202,Beroun,CZ020,Středočeský kraj
Felbabka,CZ0202,Beroun,CZ020,Středočeský kraj
Hlásná Třebaň,CZ0202,Beroun,CZ020,Středočeský kraj
Hořovice,CZ0202,Beroun,CZ020,Středočeský kraj
Hlízov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Hostomice,CZ0202,Beroun,CZ020,Středočeský kraj
Hředle,CZ0202,Beroun,CZ020,Středočeský kraj
Hudlice,CZ0202,Beroun,CZ020,Středočeský kraj
Hvozdec,CZ0202,Beroun,CZ020,Středočeský kraj
Hýskov,CZ0202,Beroun,CZ020,Středočeský kraj
Chaloupky,CZ0202,Beroun,CZ020,Středočeský kraj
Dolní Pohleď,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Paběnice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Bratčice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Chyňava,CZ0202,Beroun,CZ020,Středočeský kraj
Jivina,CZ0202,Beroun,CZ020,Středočeský kraj
Karlštejn,CZ0202,Beroun,CZ020,Středočeský kraj
Komárov,CZ0202,Beroun,CZ020,Středočeský kraj
Koněprusy,CZ0202,Beroun,CZ020,Středočeský kraj
Drobovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Horky,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Adamov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Kublov,CZ0202,Beroun,CZ020,Středočeský kraj
Schořov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Sudějov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Kobylnice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Hraběšín,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Šebestěnice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Horka I,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Libomyšl,CZ0202,Beroun,CZ020,Středočeský kraj
Liteň,CZ0202,Beroun,CZ020,Středočeský kraj
Loděnice,CZ0202,Beroun,CZ020,Středočeský kraj
Lochovice,CZ0202,Beroun,CZ020,Středočeský kraj
Horušice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Hostín,CZ0206,Mělník,CZ020,Středočeský kraj
Liblice,CZ0206,Mělník,CZ020,Středočeský kraj
Zlončice,CZ0206,Mělník,CZ020,Středočeský kraj
Měňany,CZ0202,Beroun,CZ020,Středočeský kraj
Mezouň,CZ0202,Beroun,CZ020,Středočeský kraj
Mořina,CZ0202,Beroun,CZ020,Středočeský kraj
Konětopy,CZ0209,Praha-východ,CZ020,Středočeský kraj
Tuhaň,CZ0206,Mělník,CZ020,Středočeský kraj
Dobřeň,CZ0206,Mělník,CZ020,Středočeský kraj
Neumětely,CZ0202,Beroun,CZ020,Středočeský kraj
Nižbor,CZ0202,Beroun,CZ020,Středočeský kraj
Nový Jáchymov,CZ0202,Beroun,CZ020,Středočeský kraj
Nučice,CZ020A,Praha-západ,CZ020,Středočeský kraj
Olešná,CZ0202,Beroun,CZ020,Středočeský kraj
Osek,CZ0202,Beroun,CZ020,Středočeský kraj
Osov,CZ0202,Beroun,CZ020,Středočeský kraj
Kanina,CZ0206,Mělník,CZ020,Středočeský kraj
Otročiněves,CZ0202,Beroun,CZ020,Středočeský kraj
Lobeč,CZ0206,Mělník,CZ020,Středočeský kraj
Podluhy,CZ0202,Beroun,CZ020,Středočeský kraj
Praskolesy,CZ0202,Beroun,CZ020,Středočeský kraj
Nosálov,CZ0206,Mělník,CZ020,Středočeský kraj
Rpety,CZ0202,Beroun,CZ020,Středočeský kraj
Rudná,CZ020A,Praha-západ,CZ020,Středočeský kraj
Stránka,CZ0206,Mělník,CZ020,Středočeský kraj
Skuhrov,CZ0202,Beroun,CZ020,Středočeský kraj
Srbsko,CZ0202,Beroun,CZ020,Středočeský kraj
Stašov,CZ0202,Beroun,CZ020,Středočeský kraj
Kadlín,CZ0206,Mělník,CZ020,Středočeský kraj
Suchomasty,CZ0202,Beroun,CZ020,Středočeský kraj
Svatá,CZ0202,Beroun,CZ020,Středočeský kraj
Svatý Jan pod Skalou,CZ0202,Beroun,CZ020,Středočeský kraj
Svinaře,CZ0202,Beroun,CZ020,Středočeský kraj
Tachlovice,CZ020A,Praha-západ,CZ020,Středočeský kraj
Tetín,CZ0202,Beroun,CZ020,Středočeský kraj
Tlustice,CZ0202,Beroun,CZ020,Středočeský kraj
Tmaň,CZ0202,Beroun,CZ020,Středočeský kraj
Nedomice,CZ0206,Mělník,CZ020,Středočeský kraj
Jeviněves,CZ0206,Mělník,CZ020,Středočeský kraj
Trubská,CZ0202,Beroun,CZ020,Středočeský kraj
Lhotka,CZ0206,Mělník,CZ020,Středočeský kraj
Újezd,CZ0202,Beroun,CZ020,Středočeský kraj
Velký Chlumec,CZ0202,Beroun,CZ020,Středočeský kraj
Hostín u Vojkovic,CZ0206,Mělník,CZ020,Středočeský kraj
Vidim,CZ0206,Mělník,CZ020,Středočeský kraj
Vráž,CZ0202,Beroun,CZ020,Středočeský kraj
Všeradice,CZ0202,Beroun,CZ020,Středočeský kraj
Vysoký Újezd,CZ0202,Beroun,CZ020,Středočeský kraj
Vysoký Újezd,CZ0202,Beroun,CZ020,Středočeský kraj
Zadní Třebaň,CZ0202,Beroun,CZ020,Středočeský kraj
Dolní Zimoř,CZ0206,Mělník,CZ020,Středočeský kraj
Zaječov,CZ0202,Beroun,CZ020,Středočeský kraj
Záluží,CZ0202,Beroun,CZ020,Středočeský kraj
Zdice,CZ0202,Beroun,CZ020,Středočeský kraj
Žebrák,CZ0202,Beroun,CZ020,Středočeský kraj
Chrášťany,CZ0201,Benešov,CZ020,Středočeský kraj
Chlístov,CZ0201,Benešov,CZ020,Středočeský kraj
Kladno,CZ0203,Kladno,CZ020,Středočeský kraj
Václavice,CZ0201,Benešov,CZ020,Středočeský kraj
Běloky,CZ0203,Kladno,CZ020,Středočeský kraj
Beřovice,CZ0203,Kladno,CZ020,Středočeský kraj
Borovnice,CZ0201,Benešov,CZ020,Středočeský kraj
Blevice,CZ0203,Kladno,CZ020,Středočeský kraj
Brandýsek,CZ0203,Kladno,CZ020,Středočeský kraj
Braškov,CZ0203,Kladno,CZ020,Středočeský kraj
Ješetice,CZ0201,Benešov,CZ020,Středočeský kraj
Bratronice,CZ0203,Kladno,CZ020,Středočeský kraj
Drahňovice,CZ0201,Benešov,CZ020,Středočeský kraj
Buštěhrad,CZ0203,Kladno,CZ020,Středočeský kraj
Tuřany,CZ0203,Kladno,CZ020,Středočeský kraj
Cvrčovice,CZ0203,Kladno,CZ020,Středočeský kraj
Lštění,CZ0201,Benešov,CZ020,Středočeský kraj
Černuc,CZ0203,Kladno,CZ020,Středočeský kraj
Červený Újezd,CZ020A,Praha-západ,CZ020,Středočeský kraj
Doksy,CZ0203,Kladno,CZ020,Středočeský kraj
Slověnice,CZ0201,Benešov,CZ020,Středočeský kraj
Litichovice,CZ0201,Benešov,CZ020,Středočeský kraj
Všechlapy,CZ0201,Benešov,CZ020,Středočeský kraj
Družec,CZ0203,Kladno,CZ020,Středočeský kraj
Dřetovice,CZ0203,Kladno,CZ020,Středočeský kraj
Dřínov,CZ0203,Kladno,CZ020,Středočeský kraj
Třebešice,CZ0201,Benešov,CZ020,Středočeský kraj
Horní Bezděkov,CZ0203,Kladno,CZ020,Středočeský kraj
Hořešovice,CZ0203,Kladno,CZ020,Středočeský kraj
Hospozín,CZ0203,Kladno,CZ020,Středočeský kraj
Hostouň,CZ0203,Kladno,CZ020,Středočeský kraj
Hradečno,CZ0203,Kladno,CZ020,Středočeský kraj
Hrdlív,CZ0203,Kladno,CZ020,Středočeský kraj
Hřebeč,CZ0203,Kladno,CZ020,Středočeský kraj
Blažejovice,CZ0201,Benešov,CZ020,Středočeský kraj
Chržín,CZ0203,Kladno,CZ020,Středočeský kraj
Jarpice,CZ0203,Kladno,CZ020,Středočeský kraj
Jedomělice,CZ0203,Kladno,CZ020,Středočeský kraj
Jemníky,CZ0203,Kladno,CZ020,Středočeský kraj
Snět,CZ0201,Benešov,CZ020,Středočeský kraj
Kačice,CZ0203,Kladno,CZ020,Středočeský kraj
Kamenné Žehrovice,CZ0203,Kladno,CZ020,Středočeský kraj
Klobuky,CZ0203,Kladno,CZ020,Středočeský kraj
Kmetiněves,CZ0203,Kladno,CZ020,Středočeský kraj
Knovíz,CZ0203,Kladno,CZ020,Středočeský kraj
Koleč,CZ0203,Kladno,CZ020,Středočeský kraj
Šetějovice,CZ0201,Benešov,CZ020,Středočeský kraj
Kvílice,CZ0203,Kladno,CZ020,Středočeský kraj
Kyšice,CZ0203,Kladno,CZ020,Středočeský kraj
Ledce,CZ0203,Kladno,CZ020,Středočeský kraj
Tomice,CZ0201,Benešov,CZ020,Středočeský kraj
Ratměřice,CZ0201,Benešov,CZ020,Středočeský kraj
Bernartice,CZ0201,Benešov,CZ020,Středočeský kraj
Libušín,CZ0203,Kladno,CZ020,Středočeský kraj
Lidice,CZ0203,Kladno,CZ020,Středočeský kraj
Tisem,CZ0201,Benešov,CZ020,Středočeský kraj
Choratice,CZ0201,Benešov,CZ020,Středočeský kraj
Vodslivy,CZ0201,Benešov,CZ020,Středočeský kraj
Makotřasy,CZ0203,Kladno,CZ020,Středočeský kraj
Malé Kyšice,CZ0203,Kladno,CZ020,Středočeský kraj
Popovice,CZ0201,Benešov,CZ020,Středočeský kraj
Malíkovice,CZ0203,Kladno,CZ020,Středočeský kraj
Neuměřice,CZ0203,Kladno,CZ020,Středočeský kraj
Olovnice,CZ0206,Mělník,CZ020,Středočeský kraj
Otvovice,CZ0203,Kladno,CZ020,Středočeský kraj
Ctiboř,CZ0201,Benešov,CZ020,Středočeský kraj
Pavlov,CZ0203,Kladno,CZ020,Středočeský kraj
Pchery,CZ0203,Kladno,CZ020,Středočeský kraj
Pletený Újezd,CZ0203,Kladno,CZ020,Středočeský kraj
Děkanovice,CZ0201,Benešov,CZ020,Středočeský kraj
Podlešín,CZ0203,Kladno,CZ020,Středočeský kraj
Pozdeň,CZ0203,Kladno,CZ020,Středočeský kraj
Přelíc,CZ0203,Kladno,CZ020,Středočeský kraj
Ptice,CZ020A,Praha-západ,CZ020,Středočeský kraj
Řisuty,CZ0203,Kladno,CZ020,Středočeský kraj
Sazená,CZ0203,Kladno,CZ020,Středočeský kraj
Slaný,CZ0203,Kladno,CZ020,Středočeský kraj
Slatina,CZ0203,Kladno,CZ020,Středočeský kraj
Smečno,CZ0203,Kladno,CZ020,Středočeský kraj
Dunice,CZ0201,Benešov,CZ020,Středočeský kraj
Stehelčeves,CZ0203,Kladno,CZ020,Středočeský kraj
Stochov,CZ0203,Kladno,CZ020,Středočeský kraj
Chleby,CZ0201,Benešov,CZ020,Středočeský kraj
Chářovice,CZ0201,Benešov,CZ020,Středočeský kraj
Bušín,CZ0715,Šumperk,CZ071,Olomoucký kraj
Svinařov,CZ0203,Kladno,CZ020,Středočeský kraj
Šlapanice,CZ0203,Kladno,CZ020,Středočeský kraj
Bukovany,CZ0201,Benešov,CZ020,Středočeský kraj
Hradiště,CZ0201,Benešov,CZ020,Středočeský kraj
Řimovice,CZ0201,Benešov,CZ020,Středočeský kraj
Třebichovice,CZ0203,Kladno,CZ020,Středočeský kraj
Třebíz,CZ0203,Kladno,CZ020,Středočeský kraj
Třebusice,CZ0203,Kladno,CZ020,Středočeský kraj
Tuchlovice,CZ0203,Kladno,CZ020,Středočeský kraj
Úhonice,CZ020A,Praha-západ,CZ020,Středočeský kraj
Uhy,CZ0203,Kladno,CZ020,Středočeský kraj
Unhošť,CZ0203,Kladno,CZ020,Středočeský kraj
Velká Dobrá,CZ0203,Kladno,CZ020,Středočeský kraj
Velké Přítočno,CZ0203,Kladno,CZ020,Středočeský kraj
Velvary,CZ0203,Kladno,CZ020,Středočeský kraj
Vinařice,CZ0203,Kladno,CZ020,Středočeský kraj
Vraný,CZ0203,Kladno,CZ020,Středočeský kraj
Pavlovice,CZ0201,Benešov,CZ020,Středočeský kraj
Kladruby,CZ0201,Benešov,CZ020,Středočeský kraj
Zákolany,CZ0203,Kladno,CZ020,Středočeský kraj
Trubín,CZ0202,Beroun,CZ020,Středočeský kraj
Zlonice,CZ0203,Kladno,CZ020,Středočeský kraj
Zvoleněves,CZ0203,Kladno,CZ020,Středočeský kraj
Žilina,CZ0203,Kladno,CZ020,Středočeský kraj
Žižice,CZ0203,Kladno,CZ020,Středočeský kraj
Kolín,CZ0204,Kolín,CZ020,Středočeský kraj
Barchovice,CZ0204,Kolín,CZ020,Středočeský kraj
Bečváry,CZ0204,Kolín,CZ020,Středočeský kraj
Bečváry,CZ0204,Kolín,CZ020,Středočeský kraj
Bělušice,CZ0204,Kolín,CZ020,Středočeský kraj
Králův Dvůr,CZ0202,Beroun,CZ020,Středočeský kraj
Břežany I,CZ0204,Kolín,CZ020,Středočeský kraj
Břežany II,CZ0204,Kolín,CZ020,Středočeský kraj
Býchory,CZ0204,Kolín,CZ020,Středočeský kraj
Cerhenice,CZ0204,Kolín,CZ020,Středočeský kraj
Černé Voděrady,CZ0209,Praha-východ,CZ020,Středočeský kraj
Červené Pečky,CZ0204,Kolín,CZ020,Středočeský kraj
Český Brod,CZ0204,Kolín,CZ020,Středočeský kraj
Dobřichov,CZ0204,Kolín,CZ020,Středočeský kraj
Dolní Chvatliny,CZ0204,Kolín,CZ020,Středočeský kraj
Doubravčice,CZ0204,Kolín,CZ020,Středočeský kraj
Malá Víska,CZ0202,Beroun,CZ020,Středočeský kraj
Horní Kruty,CZ0204,Kolín,CZ020,Středočeský kraj
Lhotka,CZ0202,Beroun,CZ020,Středočeský kraj
Chotutice,CZ0204,Kolín,CZ020,Středočeský kraj
Chrášťany,CZ0204,Kolín,CZ020,Středočeský kraj
Jestřabí Lhota,CZ0204,Kolín,CZ020,Středočeský kraj
Jevany,CZ0209,Praha-východ,CZ020,Středočeský kraj
Klučov,CZ0204,Kolín,CZ020,Středočeský kraj
Konárovice,CZ0204,Kolín,CZ020,Středočeský kraj
Kořenice,CZ0204,Kolín,CZ020,Středočeský kraj
Kostelec nad Černými Lesy,CZ0209,Praha-východ,CZ020,Středočeský kraj
Kouřim,CZ0204,Kolín,CZ020,Středočeský kraj
Kozojedy,CZ0209,Praha-východ,CZ020,Středočeský kraj
Krakovany,CZ0204,Kolín,CZ020,Středočeský kraj
Krupá,CZ0204,Kolín,CZ020,Středočeský kraj
Křečhoř,CZ0204,Kolín,CZ020,Středočeský kraj
Libenice,CZ0204,Kolín,CZ020,Středočeský kraj
Libodřice,CZ0204,Kolín,CZ020,Středočeský kraj
Černá Voda,CZ0711,Jeseník,CZ071,Olomoucký kraj
Lošany,CZ0204,Kolín,CZ020,Středočeský kraj
Malotice,CZ0204,Kolín,CZ020,Středočeský kraj
Nebovidy,CZ0204,Kolín,CZ020,Středočeský kraj
Nová Ves I,CZ0204,Kolín,CZ020,Středočeský kraj
Nučice,CZ0209,Praha-východ,CZ020,Středočeský kraj
Ohaře,CZ0204,Kolín,CZ020,Středočeský kraj
Oleška,CZ0209,Praha-východ,CZ020,Středočeský kraj
Ovčáry,CZ0204,Kolín,CZ020,Středočeský kraj
Plaňany,CZ0204,Kolín,CZ020,Středočeský kraj
Polepy,CZ0204,Kolín,CZ020,Středočeský kraj
Nenačovice,CZ0202,Beroun,CZ020,Středočeský kraj
Přišimasy,CZ0204,Kolín,CZ020,Středočeský kraj
Radim,CZ0204,Kolín,CZ020,Středočeský kraj
Radovesnice I,CZ0204,Kolín,CZ020,Středočeský kraj
Radovesnice II,CZ0204,Kolín,CZ020,Středočeský kraj
Ratboř,CZ0204,Kolín,CZ020,Středočeský kraj
Rostoklaty,CZ0204,Kolín,CZ020,Středočeský kraj
Chrustenice,CZ0202,Beroun,CZ020,Středočeský kraj
Dlouhomilov,CZ0715,Šumperk,CZ071,Olomoucký kraj
Skvrňov,CZ0204,Kolín,CZ020,Středočeský kraj
Starý Kolín,CZ0204,Kolín,CZ020,Středočeský kraj
Stříbrná Skalice,CZ0209,Praha-východ,CZ020,Středočeský kraj
Svojšice,CZ0204,Kolín,CZ020,Středočeský kraj
Tismice,CZ0204,Kolín,CZ020,Středočeský kraj
Toušice,CZ0204,Kolín,CZ020,Středočeský kraj
Třebovle,CZ0204,Kolín,CZ020,Středočeský kraj
Tři Dvory,CZ0204,Kolín,CZ020,Středočeský kraj
Tuchoraz,CZ0204,Kolín,CZ020,Středočeský kraj
Tuklaty,CZ0204,Kolín,CZ020,Středočeský kraj
Korno,CZ0202,Beroun,CZ020,Středočeský kraj
Týnec nad Labem,CZ0204,Kolín,CZ020,Středočeský kraj
Uhlířská Lhota,CZ0204,Kolín,CZ020,Středočeský kraj
Veletov,CZ0204,Kolín,CZ020,Středočeský kraj
Velim,CZ0204,Kolín,CZ020,Středočeský kraj
Velký Osek,CZ0204,Kolín,CZ020,Středočeský kraj
Veltruby,CZ0204,Kolín,CZ020,Středočeský kraj
Vitice,CZ0204,Kolín,CZ020,Středočeský kraj
Vlkančice,CZ0209,Praha-východ,CZ020,Středočeský kraj
Volárna,CZ0204,Kolín,CZ020,Středočeský kraj
Vrbčany,CZ0204,Kolín,CZ020,Středočeský kraj
Vyžlovka,CZ0209,Praha-východ,CZ020,Středočeský kraj
Mořinka,CZ0202,Beroun,CZ020,Středočeský kraj
Zásmuky,CZ0204,Kolín,CZ020,Středočeský kraj
Lážovice,CZ0202,Beroun,CZ020,Středočeský kraj
Žiželice,CZ0204,Kolín,CZ020,Středočeský kraj
Kutná Hora,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Skřipel,CZ0202,Beroun,CZ020,Středočeský kraj
Bílé Podolí,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Bílé Podolí,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Bohdaneč,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Církvice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Čáslav,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Černíny,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Černíny,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Červené Janovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Čestín,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vižina,CZ0202,Beroun,CZ020,Středočeský kraj
Horka II,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Hostovlice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Kotopeky,CZ0202,Beroun,CZ020,Středočeský kraj
Chabeřice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Chlístovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Chotusice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Otmíče,CZ0202,Beroun,CZ020,Středočeský kraj
Kácov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Kluky,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Bykoš,CZ0202,Beroun,CZ020,Středočeský kraj
Krchleby,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Křesetice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Ledečko,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Malešov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Svatý Mikuláš,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Svatý Mikuláš,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Miskovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Málkov,CZ0202,Beroun,CZ020,Středočeský kraj
Nepoměřice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vinařice,CZ0202,Beroun,CZ020,Středočeský kraj
Nové Dvory,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Okřesaneč,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Nesvačily,CZ0202,Beroun,CZ020,Středočeský kraj
Onomyšl,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Podbrdy,CZ0202,Beroun,CZ020,Středočeský kraj
Soběšín,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Pertoltice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Petrovice I,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Petrovice II,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Potěhy,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Rašovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Rataje nad Sázavou,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Řendějov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Samopše,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Sázava,CZ0201,Benešov,CZ020,Středočeský kraj
Slavošov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Lužce,CZ0202,Beroun,CZ020,Středočeský kraj
Staňkovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Bavoryně,CZ0202,Beroun,CZ020,Středočeský kraj
Suchdol,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Chodouň,CZ0202,Beroun,CZ020,Středočeský kraj
Chlustina,CZ0202,Beroun,CZ020,Středočeský kraj
Točník,CZ0202,Beroun,CZ020,Středočeský kraj
Záhornice,CZ0208,Nymburk,CZ020,Středočeský kraj
Tupadly,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Uhlířské Janovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Uhlířské Janovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Úmonín,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Úžice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vavřinec,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vidice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vinaře,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vlačice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vlastějovice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vlkaneč,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Vrdy,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Záboří nad Labem,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Zbizuby,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Zbraslavice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Zbýšov,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Zruč nad Sázavou,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Žáky,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Žehušice,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Žleby,CZ0205,Kutná Hora,CZ020,Středočeský kraj
Mělník,CZ0206,Mělník,CZ020,Středočeský kraj
Borek,CZ0209,Praha-východ,CZ020,Středočeský kraj
Újezd u Boskovic,CZ0641,Blansko,CZ064,Jihomoravský kraj
Chroustov,CZ0208,Nymburk,CZ020,Středočeský kraj
Býkev,CZ0206,Mělník,CZ020,Středočeský kraj
Byšice,CZ0206,Mělník,CZ020,Středočeský kraj
Cítov,CZ0206,Mělník,CZ020,Středočeský kraj
Čečelice,CZ0206,Mělník,CZ020,Středočeský kraj
Seletice,CZ0208,Nymburk,CZ020,Středočeský kraj
Dolní Beřkovice,CZ0206,Mělník,CZ020,Středočeský kraj
Dřínov,CZ0206,Mělník,CZ020,Středočeský kraj
Dřísy,CZ0209,Praha-východ,CZ020,Středočeský kraj
Horní Počaply,CZ0206,Mělník,CZ020,Středočeský kraj
Hořín,CZ0206,Mělník,CZ020,Středočeský kraj
Podhradí,CZ0724,Zlín,CZ072,Zlínský kraj
Chlumín,CZ0206,Mělník,CZ020,Středočeský kraj
Chorušice,CZ0206,Mělník,CZ020,Středočeský kraj
Chvatěruby,CZ0206,Mělník,CZ020,Středočeský kraj
Hořany,CZ0208,Nymburk,CZ020,Středočeský kraj
Zvěřínek,CZ0208,Nymburk,CZ020,Středočeský kraj
Velenka,CZ0208,Nymburk,CZ020,Středočeský kraj
Starý Vestec,CZ0208,Nymburk,CZ020,Středočeský kraj
Kly,CZ0206,Mělník,CZ020,Středočeský kraj
Kokořín,CZ0206,Mělník,CZ020,Středočeský kraj
Netřebice,CZ0208,Nymburk,CZ020,Středočeský kraj
